CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal
808169358,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,52,12291.0,2289
714013083,Existing Customer,63,F,2,Graduate,Married,$40K - $60K,Blue,53,3067.0,1874
715381533,Existing Customer,42,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1438.3,674
717678408,Existing Customer,61,F,1,Doctorate,Married,$40K - $60K,Blue,47,8633.0,2517
719143308,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,28,2394.0,0
711509658,Attrited Customer,61,M,2,Graduate,Married,$120K +,Blue,49,11374.0,2517
757481283,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,28,6921.0,2159
808681158,Existing Customer,57,M,0,Graduate,Married,$80K - $120K,Blue,52,2564.0,2379
718867683,Existing Customer,64,M,1,Unknown,Married,Less than $40K,Blue,55,2720.0,1904
714618333,Existing Customer,39,F,2,Doctorate,Married,Unknown,Blue,36,9843.0,2154
794562783,Existing Customer,28,F,0,Unknown,Single,Unknown,Blue,13,21691.0,661
708208758,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,45,1826.0,883
794504658,Existing Customer,39,M,1,Unknown,Married,$60K - $80K,Blue,24,5746.0,1829
714772758,Existing Customer,35,F,3,Graduate,Married,Less than $40K,Blue,27,2926.0,1346
713830233,Existing Customer,47,F,5,High School,Married,$40K - $60K,Blue,36,7061.0,1813
713577483,Existing Customer,47,M,4,Unknown,Married,$80K - $120K,Blue,35,5589.0,1430
814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,9620.0,2033
712765158,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,15,2539.0,2162
714411108,Existing Customer,37,F,3,Graduate,Single,Unknown,Blue,28,3642.0,610
720231108,Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue,39,3451.0,0
709035708,Existing Customer,38,F,0,Unknown,Married,Less than $40K,Blue,36,1841.0,1246
720662508,Existing Customer,39,M,1,Graduate,Married,$120K +,Blue,25,5764.0,1529
708623283,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,16,18278.0,0
813247083,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,16059.0,618
780078333,Existing Customer,56,M,2,Unknown,Married,$60K - $80K,Blue,41,5887.0,659
811915383,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,31,3152.0,1986
719818983,Attrited Customer,39,M,1,College,Divorced,$80K - $120K,Blue,28,12464.0,0
716349183,Existing Customer,58,F,1,Uneducated,Married,Unknown,Blue,36,4784.0,0
710067183,Existing Customer,28,M,1,High School,Single,Less than $40K,Blue,36,1950.0,0
771234558,Existing Customer,65,F,0,Graduate,Single,Less than $40K,Blue,56,7478.0,0
820288233,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,1438.3,0
717511533,Existing Customer,28,M,0,Graduate,Single,Less than $40K,Blue,36,1707.0,1191
711642108,Existing Customer,30,F,1,Uneducated,Married,Unknown,Blue,13,4016.0,917
712495233,Existing Customer,31,F,0,Uneducated,Married,Less than $40K,Blue,19,2370.0,1699
718484283,Existing Customer,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,3478.0,2517
717413658,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,32,1539.0,989
804668658,Attrited Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,1438.3,0
715934283,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,26,3142.0,1639
717499083,Existing Customer,35,M,0,Unknown,Single,$60K - $80K,Blue,36,17236.0,0
715279683,Existing Customer,52,F,2,Uneducated,Married,$40K - $60K,Blue,36,1438.3,0
718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,20,13206.0,925
709219533,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,41,2480.0,1351
709150608,Existing Customer,30,F,0,Unknown,Married,Less than $40K,Blue,19,2898.0,0
788259558,Existing Customer,59,M,0,Unknown,Married,Less than $40K,Blue,51,1570.0,1028
802464033,Existing Customer,65,F,0,Graduate,Married,Less than $40K,Blue,56,4460.0,1262
712757808,Existing Customer,33,F,2,Uneducated,Married,Less than $40K,Blue,22,1544.0,0
714457083,Existing Customer,52,F,2,High School,Married,Unknown,Blue,44,3456.0,2219
713413758,Existing Customer,26,F,1,College,Single,Unknown,Blue,16,2751.0,1599
708741633,Existing Customer,52,M,4,High School,Married,$60K - $80K,Blue,44,4153.0,0
714043833,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,36,3685.0,1396
789577833,Existing Customer,56,M,2,Graduate,Married,$120K +,Blue,49,8902.0,1932
787570758,Existing Customer,35,M,2,Uneducated,Married,$120K +,Blue,26,2944.0,1596
720371733,Existing Customer,58,F,0,Graduate,Married,Less than $40K,Blue,47,2232.0,786
819117183,Existing Customer,34,F,3,Unknown,Married,$40K - $60K,Blue,29,1569.0,909
711776433,Existing Customer,37,M,3,Uneducated,Single,$80K - $120K,Blue,26,23622.0,1153
709583133,Existing Customer,53,M,3,Uneducated,Married,$40K - $60K,Blue,40,3326.0,1442
719521983,Existing Customer,38,M,2,Uneducated,Married,$40K - $60K,Blue,31,6116.0,1698
718415133,Existing Customer,38,M,1,Uneducated,Married,$80K - $120K,Blue,25,11352.0,0
710594358,Existing Customer,28,F,0,Unknown,Single,Less than $40K,Silver,36,14910.0,873
709730508,Existing Customer,39,F,0,High School,Single,Unknown,Blue,27,17531.0,0
720462633,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,29,4138.0,643
715005558,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,36,8374.0,2147
779993208,Existing Customer,38,F,2,Uneducated,Married,Less than $40K,Blue,28,7049.0,0
787543008,Existing Customer,37,M,1,Graduate,Single,$40K - $60K,Blue,27,3851.0,1695
743265108,Existing Customer,37,M,4,College,Single,$60K - $80K,Blue,30,15936.0,827
713770383,Existing Customer,29,F,0,Uneducated,Divorced,Less than $40K,Blue,19,2926.0,0
712392108,Existing Customer,51,M,3,High School,Married,$60K - $80K,Blue,36,10305.0,691
720145683,Existing Customer,54,M,1,College,Married,$60K - $80K,Blue,42,2987.0,2517
714832383,Existing Customer,35,M,0,High School,Single,$80K - $120K,Gold,29,34516.0,1965
772706283,Existing Customer,38,F,2,College,Married,$40K - $60K,Blue,28,6275.0,1579
795920358,Existing Customer,33,F,2,High School,Married,Less than $40K,Blue,27,7185.0,0
716277558,Existing Customer,45,F,1,Uneducated,Single,Less than $40K,Blue,36,3281.0,1961
764776833,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,54,3077.0,1646
710795883,Existing Customer,33,F,3,Uneducated,Married,Less than $40K,Blue,16,2042.0,1864
710428308,Existing Customer,55,M,4,High School,Single,$60K - $80K,Blue,51,2001.0,1553
721096983,Existing Customer,34,F,2,Graduate,Single,Less than $40K,Blue,36,3625.0,2517
715760733,Existing Customer,58,M,4,High School,Married,$40K - $60K,Blue,47,7803.0,1885
718227033,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5951.0,1702
720610008,Attrited Customer,59,M,1,College,Married,$120K +,Blue,50,15796.0,812
719517258,Existing Customer,57,M,4,Unknown,Single,$80K - $120K,Blue,36,7558.0,1364
714111333,Existing Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,5381.0,0
717551358,Existing Customer,63,M,0,Graduate,Married,$60K - $80K,Blue,55,3556.0,2517
813573333,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,2661.0,1466
711709683,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,36,3506.0,1405
712902483,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,2066.0,1699
710893533,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,42,8329.0,877
719883858,Existing Customer,58,M,2,Graduate,Married,Less than $40K,Blue,48,2774.0,0
719628033,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,36,4134.0,1130
712043433,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,11329.0,1180
769095558,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,9055.0,1560
816094233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,17393.0,1409
758417508,Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue,43,5908.0,0
721234308,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,21,5825.0,1815
717138558,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,3665.0,0
798120858,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,3797.0,1425
709997958,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,28,3478.0,0
712617408,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,13734.0,0
720158208,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,23,3034.0,2167
716548083,Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue,32,2973.0,2360
717631008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,31,24296.0,0
813964383,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,8969.0,1226
719952408,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,36,2550.0,1623
771028533,Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,10357.0,0
771823308,Existing Customer,33,F,2,Uneducated,Unknown,Less than $40K,Blue,21,1475.0,986
719854008,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,5154.0,1407
713998233,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,3586.0,1414
714746358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,28,4646.0,1680
713574708,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,1640.0,1177
714753258,Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue,36,2379.0,1982
712004208,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3422.0,0
719621958,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,28,4365.0,0
819610908,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,32938.0,2089
823948308,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6710.0,1942
712064358,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,2507.0,1544
816013383,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,6184.0,0
758765808,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,29,2029.0,1190
780881358,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,17,16659.0,0
709422183,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,2203.0,1394
779951058,Existing Customer,54,F,3,High School,Married,Unknown,Blue,38,5122.0,1642
809941233,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,3074.0,2390
710844408,Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,2584.0,0
819002508,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,2037.0,0
807141183,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,14938.0,1412
711119358,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,31,2014.0,896
808273533,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,1818.0,0
716297658,Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue,36,14926.0,0
716532258,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,2827.0,1308
720540708,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,42,2773.0,1507
720904233,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,16033.0,560
720863133,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,3213.0,2517
714957108,Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue,26,3616.0,0
790102008,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,5924.0,1023
781933983,Existing Customer,47,M,4,Graduate,Married,$40K - $60K,Blue,41,14535.0,0
712643358,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,2833.0,1609
716686158,Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,1479.0,601
806894133,Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,29,1617.0,1347
721344858,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,2237.0,451
813230208,Existing Customer,45,M,4,College,Single,$120K +,Blue,40,2900.0,1782
716835033,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,45,13126.0,2086
787500333,Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,8695.0,1407
768582033,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6692.0,1897
713992158,Existing Customer,57,F,4,Unknown,Married,Less than $40K,Blue,36,2159.0,1004
719916408,Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,2501.0,1909
789433758,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,6338.0,2379
785011383,Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,2190.0,0
719283633,Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,7578.0,1628
710816358,Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,2963.0,1466
779653458,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,8260.0,2077
716382708,Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,8309.0,858
710387583,Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,3864.0,1901
718772133,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,10230.0,1082
711224733,Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,22382.0,0
718360083,Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,36,25790.0,1798
716102583,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,2675.0,2517
720673008,Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,38,1652.0,812
708459633,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,5815.0,1698
712868733,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,2595.0,2189
713790708,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,3421.0,2308
717648783,Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,6922.0,1704
714709983,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,36,6979.0,898
819409608,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,2594.0,0
717585858,Existing Customer,35,F,4,High School,Single,Unknown,Blue,24,16915.0,1679
791856033,Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,39,34516.0,0
714474483,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,2523.0,1877
716448783,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39,6235.0,0
711065133,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,1473.0,0
713769258,Existing Customer,36,M,3,College,Married,$120K +,Blue,26,17116.0,939
712288158,Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,17,4631.0,1991
714130233,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,19,3047.0,2150
789127533,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,32338.0,1664
717038733,Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,2253.0,1375
804840033,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,16611.0,0
709363383,Existing Customer,34,M,2,High School,Single,Unknown,Blue,36,22886.0,836
789760233,Existing Customer,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,3544.0,0
712058958,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3480.0,0
708295533,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,3549.0,1880
817686633,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,1438.3,737
713738883,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,3136.0,1422
721310283,Existing Customer,47,M,3,Graduate,Single,$120K +,Blue,36,34516.0,933
803132733,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,6814.0,1570
779852133,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,34516.0,2098
716210283,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36,8500.0,2517
711615933,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,28170.0,1859
785311158,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,48,6610.0,928
717267108,Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,15755.0,1410
711636558,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,2711.0,2073
717504258,Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,3735.0,1199
718242333,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,36,10216.0,1822
771844458,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,28,20420.0,1657
708892833,Attrited Customer,37,M,2,Graduate,Married,$120K +,Blue,30,13662.0,0
779465358,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,3038.0,1460
720191883,Existing Customer,45,M,3,High School,Single,$60K - $80K,Blue,35,7050.0,659
710934033,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,1775.0,1162
714473658,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,8960.0,1054
716569983,Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,2355.0,1773
789833583,Existing Customer,57,F,4,High School,Married,$40K - $60K,Blue,47,6803.0,1332
818923158,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,2145.0,1207
716596308,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,3919.0,1640
716620458,Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,4500.0,0
710251608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,2941.0,1173
710633808,Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,7102.0,0
719318583,Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,6866.0,2389
819202533,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,10378.0,1540
827360883,Existing Customer,47,F,3,High School,Married,Unknown,Blue,43,13473.0,1335
771196083,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34,18178.0,0
809962908,Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,43,8171.0,852
788965683,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,36,1438.3,0
817142433,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,8082.0,2307
716993058,Existing Customer,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48,24589.0,1640
771040758,Existing Customer,62,F,0,Graduate,Single,Unknown,Silver,49,30310.0,0
713309583,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,36,2967.0,2129
710273658,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,17,3092.0,1825
771429408,Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,1618.0,668
719452308,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,2498.0,1632
818908833,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,41,2564.0,0
780998133,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,34,10540.0,1489
801726933,Existing Customer,34,M,2,Graduate,Married,$120K +,Blue,28,13384.0,1853
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Blue,48,16208.0,1278
708438033,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,27,3049.0,2198
710562258,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Blue,33,19214.0,0
770764908,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,25,3071.0,2517
814776033,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Blue,29,13395.0,1678
715057383,Existing Customer,40,M,3,Graduate,Married,$60K - $80K,Blue,31,17126.0,1201
717970158,Existing Customer,42,M,2,College,Single,$60K - $80K,Blue,36,8083.0,0
715168008,Existing Customer,36,M,3,Graduate,Divorced,$40K - $60K,Blue,28,8995.0,1547
720802833,Existing Customer,26,F,1,High School,Single,Less than $40K,Blue,13,2404.0,1198
789370383,Existing Customer,42,M,1,High School,Married,$40K - $60K,Blue,32,2807.0,1845
711782733,Existing Customer,55,M,0,Graduate,Married,$40K - $60K,Blue,36,3097.0,827
709000008,Existing Customer,45,M,3,Unknown,Single,$80K - $120K,Blue,37,10651.0,672
